schoolid,lon,lat,population,compareMedian
010169000579,-86.3125119999999981,34.3585709999999978,470,below
010169000582,-86.313721000000001,34.3200149999999979,2,below
010171002156,-87.5890160000000009,32.7071320000000014,256,above
010171002411,-87.6207430000000045,32.9992200000000011,301,below
010173000598,-86.931320999999997,34.4360100000000031,502,below
010173002356,-86.9297729999999973,34.4326810000000023,228,below
010174000600,-85.2782169999999979,31.5821010000000015,135,above
010174000602,-85.2496550000000042,31.5668679999999995,49,above
010174000605,-85.3381750000000068,31.3568439999999988,438,below
010176000609,-86.8114649999999983,33.4776609999999977,902,below
010177000611,-85.2322199999999981,31.1837429999999998,243,below
010177000612,-85.3015570000000025,31.0565719999999992,194,below
010177000614,-85.1136410000000012,31.2933599999999998,119,below
010177000616,-85.2701260000000048,31.2598909999999997,78,below
010177000617,-85.6333130000000011,31.2256159999999987,229,below
010177001668,-85.2306990000000013,31.1833430000000007,125,below
010177002077,-85.4468009999999936,31.1251299999999986,586,below
010177002078,-85.4468009999999936,31.1251299999999986,1,above
010180000618,-86.5669280000000043,34.7237599999999986,74,below
010180000622,-86.5588159999999931,34.7515959999999993,331,above
010180000630,-86.6324000000000041,34.7579040000000035,69,above
010180000632,-86.5750239999999991,34.7237050000000025,535,below
010180000634,-86.5542489999999987,34.6963519999999974,79,below
010180000635,-86.5903109999999998,34.7724049999999991,44,above
010180000639,-86.5307279999999963,34.7364850000000018,32,below
010180000644,-86.6069240000000065,34.7892020000000031,52,above
010180000647,-86.637486999999993,34.7330249999999978,61,above
010180000650,-86.6421069999999958,34.7726129999999998,47,above
010180000652,-86.6254569999999973,34.715321000000003,260,above
010180001530,-86.5472680000000025,34.6256160000000008,396,below
010180001531,-86.5708390000000065,34.6741839999999968,529,below
010180001774,-86.5477419999999995,34.6113199999999992,469,below
010180002093,-86.4778840000000031,34.6618560000000002,656,below
010180002146,-86.7269229999999993,34.6301989999999975,512,above
010180002379,-86.6097050000000053,34.7698960000000028,355,above
010183000655,-85.7144849999999963,34.943716000000002,120,below
010183000656,-85.6270389999999964,34.9385899999999978,57,below
010183000657,-85.9171900000000051,34.6083690000000033,70,below
010183000658,-85.6944079999999957,34.7692580000000007,44,below
010183000659,-85.9690779999999961,34.7223460000000017,41,below
010183000662,-85.6216079999999948,34.8487560000000016,137,below
010183000663,-86.2430260000000004,34.8442140000000009,21,below
010183000666,-85.7639309999999995,34.7006039999999985,70,below
010183000667,-85.9791500000000042,34.5812820000000016,93,below
010183000668,-86.114485000000002,34.821747000000002,109,below
010183000671,-86.2710589999999939,34.6228100000000012,107,below
010183001532,-85.8440980000000025,34.681871000000001,120,below
010183001534,-85.8345620000000054,34.8628670000000014,223,below
010183001674,-86.0016959999999955,34.5172250000000034,52,below
010186000672,-85.7651500000000056,33.8155209999999968,114,below
010186000673,-85.7784130000000005,33.7880930000000035,250,below
010192000472,-86.5977790000000027,33.6961879999999994,982,above
010192000684,-86.9904889999999966,33.7545259999999985,178,below
